2025-05-02 02:50:27,3.6786
2025-05-02 02:50:32,3.6799
2025-05-02 02:50:38,3.6812
2025-05-02 02:51:04,3.6836
2025-05-02 02:51:15,3.6832
2025-05-02 02:51:25,3.6817
2025-05-02 02:51:36,3.6838
2025-05-02 18:31:02,3.467
2025-05-30 00:15:51,3.5783
2025-05-30 00:16:02,3.5746
2025-05-30 00:16:13,3.5762
2025-05-30 00:16:23,3.576
2025-05-30 00:16:34,3.574
2025-05-30 00:16:45,3.5748
2025-05-30 00:16:56,3.5748
2025-05-30 00:17:12,3.5741
2025-05-30 00:17:22,3.5754
2025-05-30 00:17:33,3.5728
2025-05-30 00:23:36,3.5784
2025-05-30 00:23:46,3.5806
2025-05-30 00:23:57,3.5769
