2025-05-02 02:50:27,88.29
2025-05-02 02:50:32,88.31
2025-05-02 02:51:04,88.39
2025-05-02 02:51:15,88.43
2025-05-02 02:51:25,88.45
2025-05-02 02:51:36,88.45
2025-05-02 18:31:02,88.75
2025-05-30 00:15:51,96.46
2025-05-30 00:16:02,96.38
2025-05-30 00:16:13,96.41
2025-05-30 00:16:24,96.49
2025-05-30 00:16:34,96.43
2025-05-30 00:16:45,96.4
2025-05-30 00:16:56,96.43
2025-05-30 00:17:12,96.39
2025-05-30 00:17:22,96.41
2025-05-30 00:17:33,96.41
2025-05-30 00:23:36,96.44
2025-05-30 00:23:46,96.44
2025-05-30 00:23:57,96.38
