2025-04-28 00:23:47,2.2221
2025-04-28 00:23:52,2.2222
2025-04-28 00:23:58,2.2209
2025-04-28 00:24:03,2.2206
2025-04-28 00:24:08,2.2215
2025-04-28 00:24:14,2.2213
2025-04-28 00:24:19,2.2213
2025-04-28 00:24:24,2.2214
2025-04-28 00:24:30,2.2214
2025-04-28 00:24:35,2.2214
2025-04-28 00:24:40,2.2203
2025-04-28 00:24:46,2.2193
2025-04-28 00:24:51,2.2186
2025-05-02 02:50:26,2.2338
2025-05-02 02:50:32,2.2339
2025-05-02 02:50:38,2.2341
2025-05-02 02:51:04,2.2337
2025-05-02 02:51:14,2.2336
2025-05-02 02:51:25,2.2342
2025-05-02 02:51:36,2.2345
2025-05-02 18:31:02,2.2097
2025-05-30 00:15:51,2.2897
2025-05-30 00:16:02,2.2885
2025-05-30 00:16:12,2.2894
2025-05-30 00:16:23,2.2894
2025-05-30 00:16:34,2.289
2025-05-30 00:16:45,2.289
2025-05-30 00:16:55,2.2899
2025-05-30 00:17:11,2.2894
2025-05-30 00:17:22,2.2901
2025-05-30 00:17:33,2.2898
2025-05-30 00:23:35,2.2903
2025-05-30 00:23:46,2.2907
2025-05-30 00:23:57,2.2897
