2025-05-02 02:50:27,0.271
2025-05-02 02:50:33,0.271
2025-05-02 02:51:04,0.2714
2025-05-02 02:51:15,0.2714
2025-05-02 02:51:26,0.2714
2025-05-02 02:51:36,0.2714
2025-05-02 18:31:02,0.2711
2025-05-30 00:15:51,0.2577
2025-05-30 00:16:02,0.2576
2025-05-30 00:16:13,0.2577
2025-05-30 00:16:24,0.2576
2025-05-30 00:16:34,0.2577
2025-05-30 00:16:45,0.2577
2025-05-30 00:16:56,0.2577
2025-05-30 00:17:12,0.2576
2025-05-30 00:17:22,0.2576
2025-05-30 00:17:33,0.2577
2025-05-30 00:23:36,0.2577
2025-05-30 00:23:47,0.2577
2025-05-30 00:23:57,0.2576
